date,T,P0,P,U,Ff,ff10,Td,weekday,traffic
2022/06/12 00:00:00,21.0,754.4,758.2,83.0,2,0.0,18.0,0,10.0
2022/06/12 00:30:00,21.0,754.4,758.2,88.0,2,0.0,19.0,0,10.0
2022/06/12 01:00:00,20.0,753.9,757.7,88.0,2,0.0,18.0,0,20.0
2022/06/12 01:30:00,21.0,754.4,758.2,88.0,1,0.0,19.0,0,20.0
2022/06/12 02:00:00,21.0,753.9,757.7,88.0,2,0.0,19.0,0,15.0
2022/06/12 02:30:00,20.0,753.9,757.7,88.0,2,0.0,18.0,0,13.0
2022/06/12 03:00:00,20.0,753.9,757.7,88.0,3,0.0,18.0,0,12.0
2022/06/12 03:30:00,21.0,753.9,757.7,83.0,2,0.0,18.0,0,15.0
2022/06/12 04:00:00,20.0,753.9,757.7,88.0,2,0.0,18.0,0,16.0
2022/06/12 04:30:00,21.0,753.9,757.7,88.0,2,0.0,19.0,0,12.0
2022/06/12 05:00:00,21.0,753.9,757.7,88.0,2,0.0,19.0,0,19.0
2022/06/12 05:30:00,21.0,753.9,757.7,88.0,2,0.0,19.0,0,19.0
2022/06/12 06:00:00,21.0,753.9,757.7,88.0,2,0.0,19.0,0,522.0
2022/06/12 06:30:00,21.0,753.9,757.7,88.0,2,0.0,19.0,0,858.0
2022/06/12 07:00:00,21.0,754.4,758.2,88.0,3,0.0,19.0,0,851.0
2022/06/12 07:30:00,21.0,753.9,757.7,88.0,3,0.0,19.0,0,899.0
2022/06/12 08:00:00,22.0,754.4,758.2,83.0,3,0.0,19.0,0,796.0
2022/06/12 08:30:00,22.0,753.9,757.7,83.0,3,0.0,19.0,0,748.0
2022/06/12 09:00:00,23.0,754.4,758.2,78.0,3,0.0,19.0,0,230.0
2022/06/12 09:30:00,23.0,754.0,757.7,78.0,3,0.0,19.0,0,172.0
2022/06/12 10:00:00,24.0,754.0,757.7,69.0,4,0.0,18.0,0,255.0
2022/06/12 10:30:00,23.0,754.0,757.7,69.0,3,0.0,17.0,0,226.0
2022/06/12 11:00:00,23.0,754.0,757.7,74.0,3,0.0,18.0,0,615.0
2022/06/12 11:30:00,23.0,754.0,757.7,78.0,3,0.0,19.0,0,567.0
2022/06/12 12:00:00,22.0,753.1,756.9,83.0,3,0.0,19.0,0,807.0
2022/06/12 12:30:00,21.0,753.1,756.9,88.0,3,0.0,19.0,0,711.0
2022/06/12 13:00:00,21.0,753.1,756.9,88.0,2,0.0,19.0,0,154.0
2022/06/12 13:30:00,21.0,752.4,756.2,88.0,3,0.0,19.0,0,212.0
2022/06/12 14:00:00,21.0,752.4,756.2,88.0,3,0.0,19.0,0,172.0
2022/06/12 14:30:00,21.0,752.4,756.2,88.0,3,0.0,19.0,0,187.0
2022/06/12 15:00:00,21.0,752.4,756.2,94.0,3,0.0,20.0,0,210.0
2022/06/12 15:30:00,21.0,752.4,756.2,94.0,4,0.0,20.0,0,167.0
2022/06/12 16:00:00,20.0,751.6,755.4,94.0,4,0.0,19.0,0,611.0
2022/06/12 16:30:00,20.0,751.6,755.4,94.0,3,0.0,19.0,0,899.0
2022/06/12 17:00:00,21.0,751.6,755.4,94.0,3,0.0,20.0,0,570.0
2022/06/12 17:30:00,20.0,751.6,755.4,100.0,4,0.0,20.0,0,522.0
2022/06/12 18:00:00,20.0,751.6,755.4,94.0,5,0.0,19.0,0,380.0
2022/06/12 18:30:00,20.0,751.6,755.4,100.0,4,0.0,20.0,0,428.0
2022/06/12 19:00:00,20.0,751.6,755.4,100.0,3,0.0,20.0,0,240.0
2022/06/12 19:30:00,20.0,751.6,755.4,100.0,3,0.0,20.0,0,432.0
2022/06/12 20:00:00,20.0,751.6,755.4,100.0,4,0.0,20.0,0,395.0
2022/06/12 20:30:00,20.0,751.6,755.4,100.0,3,0.0,20.0,0,419.0
2022/06/12 21:00:00,20.0,751.6,755.4,100.0,3,0.0,20.0,0,351.0
2022/06/12 21:30:00,20.0,751.6,755.4,100.0,3,0.0,20.0,0,375.0
2022/06/12 22:00:00,20.0,751.6,755.4,100.0,4,0.0,20.0,0,17.0
2022/06/12 22:30:00,20.0,751.6,755.4,100.0,4,0.0,20.0,0,10.0
2022/06/12 23:00:00,20.0,750.8,754.6,94.0,4,0.0,19.0,0,14.0
2022/06/12 23:30:00,20.0,750.8,754.6,100.0,4,0.0,20.0,0,14.0
2022/06/13 00:00:00,20.0,750.1,753.9,100.0,2,0.0,20.0,1,17.0
2022/06/13 00:30:00,20.0,750.1,753.9,100.0,2,0.0,20.0,1,12.0
2022/06/13 01:00:00,20.0,750.1,753.9,100.0,1,0.0,20.0,1,18.0
2022/06/13 01:30:00,20.0,750.1,753.9,100.0,2,0.0,20.0,1,16.0
2022/06/13 02:00:00,20.0,749.3,753.1,100.0,2,0.0,20.0,1,15.0
2022/06/13 02:30:00,20.0,749.3,753.1,100.0,1,0.0,20.0,1,16.0
2022/06/13 03:00:00,20.0,748.5,752.3,100.0,2,0.0,20.0,1,18.0
2022/06/13 03:30:00,20.0,749.3,753.1,100.0,1,0.0,20.0,1,13.0
2022/06/13 04:00:00,20.0,749.3,753.1,100.0,0,0.0,20.0,1,12.0
2022/06/13 04:30:00,20.0,749.3,753.1,100.0,1,0.0,20.0,1,11.0
2022/06/13 05:00:00,20.0,749.3,753.1,100.0,0,0.0,20.0,1,14.0
2022/06/13 05:30:00,20.0,749.3,753.1,100.0,0,0.0,20.0,1,10.0
2022/06/13 06:00:00,21.0,749.3,753.1,94.0,0,0.0,20.0,1,858.0
2022/06/13 06:30:00,21.0,749.3,753.1,94.0,1,0.0,20.0,1,714.0
2022/06/13 07:00:00,21.0,750.1,753.9,94.0,1,0.0,20.0,1,563.0
2022/06/13 07:30:00,21.0,750.1,753.9,94.0,1,0.0,20.0,1,851.0
2022/06/13 08:00:00,21.0,750.1,753.9,94.0,1,0.0,20.0,1,604.0
2022/06/13 08:30:00,21.0,750.1,753.9,94.0,1,0.0,20.0,1,940.0
2022/06/13 09:00:00,22.0,750.2,753.9,88.0,2,0.0,20.0,1,259.0
2022/06/13 09:30:00,22.0,750.2,753.9,88.0,2,0.0,20.0,1,259.0
2022/06/13 10:00:00,22.0,750.2,753.9,88.0,3,0.0,20.0,1,154.0
2022/06/13 10:30:00,23.0,750.2,753.9,89.0,3,0.0,21.0,1,284.0
2022/06/13 11:00:00,23.0,750.2,753.9,83.0,4,0.0,20.0,1,855.0
2022/06/13 11:30:00,23.0,750.2,753.9,83.0,3,0.0,20.0,1,759.0
2022/06/13 12:00:00,24.0,750.2,753.9,78.0,2,0.0,20.0,1,519.0
2022/06/13 12:30:00,24.0,750.2,753.9,78.0,4,0.0,20.0,1,663.0
2022/06/13 13:00:00,25.0,749.4,753.1,74.0,4,0.0,20.0,1,269.0
2022/06/13 13:30:00,24.0,749.4,753.1,78.0,4,0.0,20.0,1,284.0
2022/06/13 14:00:00,24.0,749.4,753.1,78.0,3,0.0,20.0,1,129.0
2022/06/13 14:30:00,25.0,749.4,753.1,74.0,4,0.0,20.0,1,187.0
2022/06/13 15:00:00,24.0,749.4,753.1,78.0,4,0.0,20.0,1,282.0
2022/06/13 15:30:00,24.0,749.4,753.1,78.0,4,0.0,20.0,1,152.0
2022/06/13 16:00:00,25.0,749.4,753.1,74.0,3,0.0,20.0,1,755.0
2022/06/13 16:30:00,25.0,749.4,753.1,74.0,3,0.0,20.0,1,659.0
2022/06/13 17:00:00,25.0,749.4,753.1,74.0,2,0.0,20.0,1,858.0
2022/06/13 17:30:00,24.0,748.6,752.3,78.0,3,0.0,20.0,1,1002.0
2022/06/13 18:00:00,24.0,749.4,753.1,78.0,2,0.0,20.0,1,476.0
2022/06/13 18:30:00,24.0,749.4,753.1,83.0,2,0.0,21.0,1,452.0
2022/06/13 19:00:00,24.0,749.4,753.1,83.0,1,0.0,21.0,1,336.0
2022/06/13 19:30:00,23.0,749.4,753.1,83.0,0,0.0,20.0,1,456.0
2022/06/13 20:00:00,23.0,749.4,753.1,89.0,0,0.0,21.0,1,275.0
2022/06/13 20:30:00,23.0,750.2,753.9,89.0,0,0.0,21.0,1,323.0
2022/06/13 21:00:00,23.0,750.2,753.9,83.0,0,0.0,20.0,1,255.0
2022/06/13 21:30:00,22.0,750.2,753.9,94.0,0,0.0,21.0,1,303.0
2022/06/13 22:00:00,22.0,750.2,753.9,94.0,2,0.0,21.0,1,19.0
2022/06/13 22:30:00,22.0,750.2,753.9,94.0,1,0.0,21.0,1,20.0
2022/06/13 23:00:00,22.0,750.2,753.9,94.0,1,0.0,21.0,1,17.0
2022/06/13 23:30:00,22.0,750.2,753.9,94.0,1,0.0,21.0,1,19.0
2022/06/14 00:00:00,22.0,750.2,753.9,94.0,1,0.0,21.0,2,19.0
2022/06/14 00:30:00,21.0,750.1,753.9,94.0,0,0.0,20.0,2,13.0
2022/06/14 01:00:00,21.0,750.1,753.9,94.0,0,0.0,20.0,2,19.0
2022/06/14 01:30:00,21.0,750.1,753.9,100.0,1,0.0,21.0,2,19.0
2022/06/14 02:00:00,21.0,750.1,753.9,94.0,0,0.0,20.0,2,16.0
2022/06/14 02:30:00,21.0,750.1,753.9,94.0,2,0.0,20.0,2,15.0
2022/06/14 03:00:00,21.0,750.1,753.9,94.0,1,0.0,20.0,2,15.0
2022/06/14 03:30:00,21.0,750.1,753.9,94.0,2,0.0,20.0,2,18.0
2022/06/14 04:00:00,21.0,750.1,753.9,94.0,1,0.0,20.0,2,8.0
2022/06/14 04:30:00,21.0,750.1,753.9,94.0,1,0.0,20.0,2,15.0
2022/06/14 05:00:00,21.0,750.1,753.9,94.0,1,0.0,20.0,2,18.0
2022/06/14 05:30:00,21.0,750.1,753.9,94.0,2,0.0,20.0,2,15.0
2022/06/14 06:00:00,21.0,750.1,753.9,100.0,1,0.0,21.0,2,1002.0
2022/06/14 06:30:00,21.0,750.1,753.9,100.0,3,0.0,21.0,2,618.0
2022/06/14 07:00:00,22.0,750.9,754.6,94.0,3,0.0,21.0,2,611.0
2022/06/14 07:30:00,22.0,750.9,754.6,94.0,3,0.0,21.0,2,659.0
2022/06/14 08:00:00,23.0,750.9,754.6,89.0,3,0.0,21.0,2,700.0
2022/06/14 08:30:00,23.0,750.9,754.6,89.0,3,0.0,21.0,2,796.0
2022/06/14 09:00:00,25.0,750.9,754.6,83.0,3,0.0,22.0,2,244.0
2022/06/14 09:30:00,26.0,750.2,753.9,79.0,3,0.0,22.0,2,172.0
2022/06/14 10:00:00,27.0,750.9,754.6,70.0,3,0.0,21.0,2,226.0
2022/06/14 10:30:00,28.0,750.9,754.6,70.0,2,0.0,22.0,2,240.0
2022/06/14 11:00:00,28.0,750.9,754.6,66.0,3,0.0,21.0,2,567.0
2022/06/14 11:30:00,29.0,750.9,754.6,58.0,4,0.0,20.0,2,663.0
2022/06/14 12:00:00,29.0,750.9,754.6,55.0,3,0.0,19.0,2,903.0
2022/06/14 12:30:00,31.0,750.3,753.9,49.0,1,0.0,19.0,2,807.0
2022/06/14 13:00:00,30.0,750.3,753.9,49.0,2,0.0,18.0,2,240.0
2022/06/14 13:30:00,30.0,750.3,753.9,49.0,2,0.0,18.0,2,269.0
2022/06/14 14:00:00,31.0,749.5,753.1,49.0,1,0.0,19.0,2,259.0
2022/06/14 14:30:00,31.0,749.5,753.1,49.0,2,0.0,19.0,2,230.0
2022/06/14 15:00:00,31.0,749.5,753.1,49.0,2,0.0,19.0,2,282.0
2022/06/14 15:30:00,32.0,749.5,753.1,46.0,1,0.0,19.0,2,253.0
2022/06/14 16:00:00,32.0,749.5,753.1,43.0,2,0.0,18.0,2,851.0
2022/06/14 16:30:00,32.0,749.5,753.1,43.0,2,0.0,18.0,2,755.0
2022/06/14 17:00:00,32.0,749.5,753.1,43.0,2,0.0,18.0,2,858.0
2022/06/14 17:30:00,31.0,749.5,753.1,49.0,1,0.0,19.0,2,954.0
2022/06/14 18:00:00,30.0,749.5,753.1,55.0,3,0.0,20.0,2,332.0
2022/06/14 18:30:00,29.0,749.4,753.1,58.0,3,0.0,20.0,2,236.0
2022/06/14 19:00:00,29.0,750.2,753.9,58.0,2,0.0,20.0,2,216.0
2022/06/14 19:30:00,29.0,750.2,753.9,58.0,1,0.0,20.0,2,216.0
2022/06/14 20:00:00,29.0,750.2,753.9,58.0,0,0.0,20.0,2,275.0
2022/06/14 20:30:00,27.0,750.2,753.9,74.0,2,0.0,22.0,2,395.0
2022/06/14 21:00:00,27.0,750.9,754.6,74.0,2,0.0,22.0,2,255.0
2022/06/14 21:30:00,26.0,750.9,754.6,84.0,0,0.0,23.0,2,351.0
2022/06/14 22:00:00,26.0,750.9,754.6,79.0,0,0.0,22.0,2,11.0
2022/06/14 22:30:00,25.0,750.9,754.6,89.0,0,0.0,23.0,2,19.0
2022/06/14 23:00:00,25.0,750.9,754.6,89.0,0,0.0,23.0,2,16.0
2022/06/14 23:30:00,26.0,751.7,755.4,79.0,1,0.0,22.0,2,11.0
2022/06/15 00:00:00,25.0,751.7,755.4,83.0,0,0.0,22.0,3,17.0
2022/06/15 00:30:00,25.0,751.7,755.4,83.0,2,0.0,22.0,3,15.0
2022/06/15 01:00:00,25.0,751.7,755.4,83.0,2,0.0,22.0,3,11.0
2022/06/15 01:30:00,25.0,750.9,754.6,83.0,1,0.0,22.0,3,20.0
2022/06/15 02:00:00,25.0,751.7,755.4,83.0,2,0.0,22.0,3,15.0
2022/06/15 02:30:00,25.0,751.7,755.4,83.0,3,0.0,22.0,3,13.0
2022/06/15 03:00:00,24.0,751.7,755.4,89.0,1,0.0,22.0,3,15.0
2022/06/15 03:30:00,24.0,751.7,755.4,89.0,1,0.0,22.0,3,12.0
2022/06/15 04:00:00,23.0,750.9,754.6,89.0,2,0.0,21.0,3,10.0
2022/06/15 04:30:00,23.0,751.7,755.4,94.0,1,0.0,22.0,3,15.0
2022/06/15 05:00:00,23.0,751.7,755.4,89.0,2,0.0,21.0,3,9.0
2022/06/15 05:30:00,23.0,751.7,755.4,89.0,2,0.0,21.0,3,9.0
2022/06/15 06:00:00,24.0,751.7,755.4,89.0,2,0.0,22.0,3,618.0
2022/06/15 06:30:00,24.0,751.7,755.4,89.0,2,0.0,22.0,3,666.0
2022/06/15 07:00:00,25.0,751.7,755.4,83.0,2,0.0,22.0,3,899.0
2022/06/15 07:30:00,26.0,752.5,756.2,79.0,2,0.0,22.0,3,515.0
2022/06/15 08:00:00,27.0,752.5,756.2,70.0,2,0.0,21.0,3,892.0
2022/06/15 08:30:00,27.0,752.5,756.2,70.0,2,0.0,21.0,3,748.0
2022/06/15 09:00:00,28.0,752.5,756.2,66.0,1,0.0,21.0,3,144.0
2022/06/15 09:30:00,29.0,753.2,756.9,62.0,1,0.0,21.0,3,216.0
2022/06/15 10:00:00,29.0,752.5,756.2,58.0,1,0.0,20.0,3,226.0
2022/06/15 10:30:00,29.0,753.2,756.9,58.0,2,0.0,20.0,3,269.0
2022/06/15 11:00:00,30.0,753.2,756.9,59.0,3,8.0,21.0,3,519.0
2022/06/15 11:30:00,31.0,753.3,756.9,59.0,2,0.0,22.0,3,759.0
2022/06/15 12:00:00,31.0,753.3,756.9,55.0,2,0.0,21.0,3,759.0
2022/06/15 12:30:00,31.0,752.6,756.2,59.0,2,0.0,22.0,3,855.0
2022/06/15 13:00:00,32.0,752.6,756.2,55.0,2,0.0,22.0,3,284.0
2022/06/15 13:30:00,31.0,752.6,756.2,55.0,3,0.0,21.0,3,183.0
2022/06/15 14:00:00,32.0,752.6,756.2,49.0,2,0.0,20.0,3,201.0
2022/06/15 14:30:00,32.0,751.8,755.4,49.0,2,0.0,20.0,3,172.0
2022/06/15 15:00:00,32.0,751.8,755.4,46.0,2,0.0,19.0,3,282.0
2022/06/15 15:30:00,32.0,751.8,755.4,49.0,1,0.0,20.0,3,181.0
2022/06/15 16:00:00,32.0,751.8,755.4,49.0,0,0.0,20.0,3,851.0
2022/06/15 16:30:00,32.0,751.0,754.6,49.0,2,0.0,20.0,3,707.0
2022/06/15 17:00:00,31.0,751.8,755.4,52.0,2,0.0,20.0,3,522.0
2022/06/15 17:30:00,31.0,751.8,755.4,52.0,2,0.0,20.0,3,570.0
2022/06/15 18:00:00,31.0,751.0,754.6,52.0,2,0.0,20.0,3,476.0
2022/06/15 18:30:00,30.0,751.0,754.6,52.0,2,0.0,19.0,3,308.0
2022/06/15 19:00:00,30.0,751.7,755.4,55.0,2,0.0,20.0,3,312.0
2022/06/15 19:30:00,30.0,751.7,755.4,52.0,2,0.0,19.0,3,456.0
2022/06/15 20:00:00,29.0,751.7,755.4,58.0,1,0.0,20.0,3,443.0
2022/06/15 20:30:00,27.0,751.7,755.4,70.0,0,0.0,21.0,3,467.0
2022/06/15 21:00:00,27.0,751.7,755.4,70.0,0,0.0,21.0,3,279.0
2022/06/15 21:30:00,27.0,751.7,755.4,70.0,0,0.0,21.0,3,471.0
2022/06/15 22:00:00,26.0,751.7,755.4,74.0,0,0.0,21.0,3,20.0
2022/06/15 22:30:00,26.0,752.5,756.2,74.0,0,0.0,21.0,3,11.0
2022/06/15 23:00:00,25.0,752.5,756.2,79.0,0,0.0,21.0,3,17.0
2022/06/15 23:30:00,25.0,752.5,756.2,79.0,0,0.0,21.0,3,11.0
2022/06/16 00:00:00,24.0,752.5,756.2,89.0,2,0.0,22.0,4,11.0
2022/06/16 00:30:00,25.0,752.5,756.2,83.0,1,0.0,22.0,4,11.0
2022/06/16 01:00:00,25.0,752.5,756.2,83.0,0,0.0,22.0,4,16.0
2022/06/16 01:30:00,24.0,751.7,755.4,89.0,0,0.0,22.0,4,14.0
2022/06/16 02:00:00,24.0,751.7,755.4,89.0,0,0.0,22.0,4,16.0
2022/06/16 02:30:00,23.0,751.7,755.4,89.0,1,0.0,21.0,4,17.0
2022/06/16 03:00:00,23.0,751.7,755.4,89.0,1,0.0,21.0,4,12.0
2022/06/16 03:30:00,23.0,751.7,755.4,89.0,2,0.0,21.0,4,15.0
2022/06/16 04:00:00,23.0,751.7,755.4,89.0,0,0.0,21.0,4,17.0
2022/06/16 04:30:00,23.0,751.7,755.4,89.0,0,0.0,21.0,4,18.0
2022/06/16 05:00:00,23.0,751.7,755.4,89.0,2,0.0,21.0,4,15.0
2022/06/16 05:30:00,23.0,751.7,755.4,94.0,0,0.0,22.0,4,12.0
2022/06/16 06:00:00,24.0,751.7,755.4,89.0,2,0.0,22.0,4,570.0
2022/06/16 06:30:00,25.0,752.5,756.2,89.0,2,0.0,23.0,4,906.0
2022/06/16 07:00:00,26.0,752.5,756.2,84.0,2,0.0,23.0,4,563.0
2022/06/16 07:30:00,27.0,752.5,756.2,74.0,2,0.0,22.0,4,515.0
2022/06/16 08:00:00,27.0,752.5,756.2,74.0,2,0.0,22.0,4,940.0
2022/06/16 08:30:00,28.0,752.5,756.2,70.0,2,0.0,22.0,4,700.0
2022/06/16 09:00:00,28.0,752.5,756.2,70.0,2,0.0,22.0,4,216.0
2022/06/16 09:30:00,28.0,752.5,756.2,70.0,2,0.0,22.0,4,158.0
2022/06/16 10:00:00,29.0,752.5,756.2,66.0,2,0.0,22.0,4,226.0
2022/06/16 10:30:00,29.0,752.5,756.2,66.0,2,0.0,22.0,4,212.0
2022/06/16 11:00:00,30.0,751.7,755.4,62.0,1,0.0,22.0,4,567.0
2022/06/16 11:30:00,30.0,751.7,755.4,62.0,1,0.0,22.0,4,759.0
2022/06/16 12:00:00,31.0,751.8,755.4,59.0,2,0.0,22.0,4,759.0
2022/06/16 12:30:00,32.0,751.8,755.4,55.0,2,0.0,22.0,4,663.0
2022/06/16 13:00:00,33.0,751.0,754.6,49.0,3,0.0,21.0,4,154.0
2022/06/16 13:30:00,33.0,751.0,754.6,52.0,4,0.0,22.0,4,240.0
2022/06/16 14:00:00,33.0,751.0,754.6,49.0,3,0.0,21.0,4,158.0
2022/06/16 14:30:00,33.0,750.3,753.9,46.0,2,0.0,20.0,4,129.0
2022/06/16 15:00:00,33.0,750.3,753.9,52.0,2,0.0,22.0,4,239.0
2022/06/16 15:30:00,33.0,750.3,753.9,49.0,2,0.0,21.0,4,224.0
2022/06/16 16:00:00,33.0,750.3,753.9,46.0,2,0.0,20.0,4,947.0
2022/06/16 16:30:00,33.0,750.3,753.9,46.0,2,0.0,20.0,4,563.0
2022/06/16 17:00:00,33.0,750.3,753.9,46.0,2,0.0,20.0,4,666.0
2022/06/16 17:30:00,32.0,749.5,753.1,46.0,2,0.0,19.0,4,618.0
2022/06/16 18:00:00,32.0,749.5,753.1,52.0,2,0.0,21.0,4,356.0
2022/06/16 18:30:00,31.0,750.3,753.9,52.0,3,0.0,20.0,4,284.0
2022/06/16 19:00:00,30.0,750.3,753.9,55.0,2,0.0,20.0,4,456.0
2022/06/16 19:30:00,30.0,750.3,753.9,59.0,1,0.0,21.0,4,360.0
2022/06/16 20:00:00,28.0,750.2,753.9,70.0,0,0.0,22.0,4,395.0
2022/06/16 20:30:00,29.0,750.9,754.6,62.0,0,0.0,21.0,4,395.0
2022/06/16 21:00:00,27.0,750.9,754.6,74.0,0,0.0,22.0,4,351.0
2022/06/16 21:30:00,27.0,750.9,754.6,74.0,0,0.0,22.0,4,351.0
2022/06/16 22:00:00,26.0,750.9,754.6,79.0,0,0.0,22.0,4,11.0
2022/06/16 22:30:00,28.0,750.9,754.6,74.0,1,0.0,23.0,4,16.0
2022/06/16 23:00:00,26.0,750.9,754.6,79.0,0,0.0,22.0,4,10.0
2022/06/16 23:30:00,27.0,750.2,753.9,79.0,0,0.0,23.0,4,11.0
2022/06/17 00:00:00,25.0,750.2,753.9,89.0,1,0.0,23.0,5,2.0
2022/06/17 00:30:00,25.0,750.2,753.9,83.0,2,0.0,22.0,5,2.0
2022/06/17 01:00:00,25.0,750.2,753.9,83.0,2,0.0,22.0,5,2.0
2022/06/17 01:30:00,25.0,750.2,753.9,83.0,0,0.0,22.0,5,1.0
2022/06/17 02:00:00,25.0,750.2,753.9,83.0,1,0.0,22.0,5,2.0
2022/06/17 02:30:00,25.0,749.4,753.1,83.0,2,0.0,22.0,5,2.0
2022/06/17 03:00:00,25.0,749.4,753.1,83.0,2,0.0,22.0,5,1.0
2022/06/17 03:30:00,24.0,749.4,753.1,89.0,0,0.0,22.0,5,2.0
2022/06/17 04:00:00,24.0,750.2,753.9,83.0,1,0.0,21.0,5,2.0
2022/06/17 04:30:00,23.0,750.2,753.9,94.0,1,0.0,22.0,5,3.0
2022/06/17 05:00:00,23.0,750.2,753.9,89.0,2,0.0,21.0,5,2.0
2022/06/17 05:30:00,24.0,750.2,753.9,89.0,3,0.0,22.0,5,2.0
2022/06/17 06:00:00,25.0,750.2,753.9,83.0,2,0.0,22.0,5,167.0
2022/06/17 06:30:00,25.0,750.9,754.6,89.0,2,0.0,23.0,5,143.0
2022/06/17 07:00:00,26.0,750.9,754.6,84.0,1,0.0,23.0,5,93.0
2022/06/17 07:30:00,26.0,750.9,754.6,84.0,2,0.0,23.0,5,85.0
2022/06/17 08:00:00,27.0,750.9,754.6,79.0,1,0.0,23.0,5,76.0
2022/06/17 08:30:00,28.0,750.9,754.6,74.0,1,0.0,23.0,5,84.0
2022/06/17 09:00:00,29.0,750.9,754.6,66.0,2,0.0,22.0,5,21.0
2022/06/17 09:30:00,30.0,751.0,754.6,62.0,4,0.0,22.0,5,36.0
2022/06/17 10:00:00,31.0,751.0,754.6,59.0,3,0.0,22.0,5,25.0
2022/06/17 10:30:00,31.0,751.0,754.6,55.0,4,0.0,21.0,5,44.0
2022/06/17 11:00:00,32.0,751.0,754.6,49.0,2,0.0,20.0,5,150.0
2022/06/17 11:30:00,32.0,751.0,754.6,49.0,1,0.0,20.0,5,86.0
2022/06/17 12:00:00,33.0,750.3,753.9,49.0,1,0.0,21.0,5,158.0
2022/06/17 12:30:00,33.0,750.3,753.9,49.0,2,0.0,21.0,5,166.0
2022/06/17 13:00:00,34.0,750.3,753.9,44.0,1,0.0,20.0,5,35.0
2022/06/17 13:30:00,34.0,750.3,753.9,47.0,1,0.0,21.0,5,40.0
2022/06/17 14:00:00,34.0,749.5,753.1,44.0,2,0.0,20.0,5,45.0
2022/06/17 14:30:00,34.0,749.5,753.1,39.0,1,0.0,18.0,5,45.0
2022/06/17 15:00:00,35.0,749.5,753.1,41.0,1,0.0,20.0,5,7.0
2022/06/17 15:30:00,34.0,749.5,753.1,44.0,1,0.0,20.0,5,44.0
2022/06/17 16:00:00,34.0,748.7,752.3,39.0,3,0.0,18.0,5,109.0
2022/06/17 16:30:00,34.0,748.7,752.3,44.0,2,0.0,20.0,5,133.0
2022/06/17 17:00:00,34.0,748.7,752.3,41.0,2,0.0,19.0,5,151.0
2022/06/17 17:30:00,33.0,748.7,752.3,46.0,3,0.0,20.0,5,135.0
2022/06/17 18:00:00,33.0,748.7,752.3,46.0,2,0.0,20.0,5,71.0
2022/06/17 18:30:00,32.0,748.7,752.3,55.0,4,0.0,22.0,5,55.0
2022/06/17 19:00:00,31.0,748.7,752.3,55.0,3,0.0,21.0,5,52.0
2022/06/17 19:30:00,30.0,749.5,753.1,66.0,2,0.0,23.0,5,40.0
2022/06/17 20:00:00,30.0,749.5,753.1,66.0,2,0.0,23.0,5,37.0
2022/06/17 20:30:00,29.0,749.4,753.1,74.0,2,0.0,24.0,5,41.0
2022/06/17 21:00:00,29.0,749.4,753.1,74.0,1,0.0,24.0,5,70.0
2022/06/17 21:30:00,29.0,749.4,753.1,74.0,0,0.0,24.0,5,54.0
2022/06/17 22:00:00,30.0,749.5,753.1,59.0,2,0.0,21.0,5,3.0
2022/06/17 22:30:00,29.0,749.4,753.1,62.0,1,0.0,21.0,5,3.0
2022/06/17 23:00:00,29.0,749.4,753.1,62.0,2,0.0,21.0,5,3.0
2022/06/17 23:30:00,29.0,749.4,753.1,62.0,1,0.0,21.0,5,2.0
2022/06/18 00:00:00,28.0,749.4,753.1,70.0,0,0.0,22.0,6,1.0
2022/06/18 00:30:00,28.0,749.4,753.1,70.0,1,0.0,22.0,6,1.0
2022/06/18 01:00:00,27.0,749.4,753.1,74.0,1,0.0,22.0,6,2.0
2022/06/18 01:30:00,27.0,748.6,752.3,74.0,0,0.0,22.0,6,2.0
2022/06/18 02:00:00,26.0,748.6,752.3,79.0,1,0.0,22.0,6,2.0
2022/06/18 02:30:00,27.0,748.6,752.3,74.0,0,0.0,22.0,6,2.0
2022/06/18 03:00:00,26.0,748.6,752.3,79.0,0,0.0,22.0,6,2.0
2022/06/18 03:30:00,26.0,748.6,752.3,79.0,0,0.0,22.0,6,2.0
2022/06/18 04:00:00,26.0,748.6,752.3,79.0,0,0.0,22.0,6,2.0
2022/06/18 04:30:00,25.0,748.6,752.3,89.0,1,0.0,23.0,6,2.0
2022/06/18 05:00:00,25.0,748.6,752.3,83.0,0,0.0,22.0,6,1.0
2022/06/18 05:30:00,26.0,748.6,752.3,79.0,0,0.0,22.0,6,1.0
2022/06/18 06:00:00,26.0,749.4,753.1,84.0,1,0.0,23.0,6,103.0
2022/06/18 06:30:00,27.0,749.4,753.1,79.0,1,0.0,23.0,6,87.0
2022/06/18 07:00:00,28.0,749.4,753.1,74.0,1,0.0,23.0,6,141.0
2022/06/18 07:30:00,29.0,749.4,753.1,70.0,2,0.0,23.0,6,85.0
2022/06/18 08:00:00,30.0,749.5,753.1,66.0,2,0.0,23.0,6,116.0
2022/06/18 08:30:00,30.0,749.5,753.1,62.0,2,0.0,22.0,6,124.0
2022/06/18 09:00:00,31.0,749.5,753.1,59.0,2,0.0,22.0,6,24.0
2022/06/18 09:30:00,31.0,749.5,753.1,59.0,0,0.0,22.0,6,43.0
2022/06/18 10:00:00,32.0,749.5,753.1,55.0,1,0.0,22.0,6,28.0
2022/06/18 10:30:00,32.0,749.5,753.1,55.0,1,0.0,22.0,6,28.0
